Title,Price,PID,Details
"Luxury Serviced 2 Bedroom Apartment 
Idado Lekki Lagos
 Luxury Serviced 2 Bedroom Apartment / House FOR Sale","₦ 80,000,000",Idado Lekki Lagos,Luxury Serviced 2 Bedroom Apartment / House FOR Sale
"7 Bedroom Detached Duplex With Bq 
Guzape Abuja
 7 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 3,300,000,000",Guzape Abuja,7 Bedroom Detached Duplex With Bq / House FOR Sale
"Furnished 5 Bedroom Terrace Duplex 
Lekki Phase 1 Lekki Lagos
 Furnished 5 Bedroom Terrace Duplex / House FOR Sale","₦ 300,000,000",Lekki Phase 1 Lekki Lagos,Furnished 5 Bedroom Terrace Duplex / House FOR Sale
"Finished 2 Bedroom Serviced Apartment 
Ikate, Lekki Lekki Lagos
 Finished 2 Bedroom Serviced Apartment / Flat Apartment FOR Sale","₦ 120,000,000","Ikate, Lekki Lekki Lagos",Finished 2 Bedroom Serviced Apartment / Flat Apartment FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Banana Island Road Ikoyi Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 1,500,000,000",Banana Island Road Ikoyi Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Agungi Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 200,000,000",Agungi Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Megamound Estate Ikota Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 300,000,000",Megamound Estate Ikota Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"4 Bedroom Terraced Duplex With Bq 
Ikoyi Lagos
 4 Bedroom Terraced Duplex With Bq / House FOR Sale","₦ 295,000,000",Ikoyi Lagos,4 Bedroom Terraced Duplex With Bq / House FOR Sale
"Newly Built 5 Bedroom Fully Detached Duplex With A Bq 
Guzape By Coza Guzape Abuja
 Newly Built 5 Bedroom Fully Detached Duplex With A Bq / House FOR Sale","₦ 400,000,000",Guzape By Coza Guzape Abuja,Newly Built 5 Bedroom Fully Detached Duplex With A Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 370,000,000",Osapa London Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 4 Bedroom Terrace Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Contemporary Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 450,000,000",Lekki Phase 1 Lekki Lagos,Contemporary Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Chevron Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 280,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 185,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Serviced 4 Bedroom Terrace Duplex 
Vgc Lekki Lagos
 Serviced 4 Bedroom Terrace Duplex / House FOR Sale","₦ 85,000,000",Vgc Lekki Lagos,Serviced 4 Bedroom Terrace Duplex / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ikate Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 350,000,000",Ikate Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Megamound Estate Ikota Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 350,000,000",Megamound Estate Ikota Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built 5 Bedroom Fully Detached Duplex With Bq 
By Nnpc Guzape Abuja
 Newly Built 5 Bedroom Fully Detached Duplex With Bq / House FOR Sale","₦ 700,000,000",By Nnpc Guzape Abuja,Newly Built 5 Bedroom Fully Detached Duplex With Bq / House FOR Sale
"Land 
Freshwater Estate, Lagoon District By Freedom Way Lekki Phase 1 Lagos Lekki Phase 1 Lekki Lagos
 Land / Land FOR Sale","₦ 350,000/sqm","Freshwater Estate, Lagoon District By Freedom Way Lekki Phase 1 Lagos Lekki Phase 1 Lekki Lagos",Land / Land FOR Sale
"Beautiful 4 Bedroom Terraced Duplex 
Ajah Lagos
 Beautiful 4 Bedroom Terraced Duplex / House FOR Sale","₦ 85,000,000",Ajah Lagos,Beautiful 4 Bedroom Terraced Duplex / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Vgc Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Vgc Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Fully Detached Duplex 
By Vgc Lekki Lagos
 5 Bedroom Fully Detached Duplex / House FOR Sale","₦ 160,000,000",By Vgc Lekki Lagos,5 Bedroom Fully Detached Duplex / House FOR Sale
"Contemporary 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Contemporary 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 215,000,000",Chevron Toll Gate Chevron Lekki Lagos,Contemporary 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Beautiful Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Drive Chevron Lekki Lagos
 Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 220,000,000",Chevron Drive Chevron Lekki Lagos,Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ikota Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Ikota Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxurious 2 Bedroom Apartment With Bq 
Ikate Lekki Lagos
 Luxurious 2 Bedroom Apartment With Bq / Flat / Apartment FOR SALE","₦ 120,000,000",Ikate Lekki Lagos,Luxurious 2 Bedroom Apartment With Bq / Flat / Apartment FOR SALE
"Beautiful Luxury 5 Bedroom Detached Duplex With Bq 
Ikota Lekki Lagos
 Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 135,000,000",Ikota Lekki Lagos,Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Ologolo Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Ologolo Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex + Bq 
Osapa London Lekki Lagos
 Luxury 5 Bedroom Detached Duplex + Bq / House FOR Sale","₦ 1,300,000,000",Osapa London Lekki Lagos,Luxury 5 Bedroom Detached Duplex + Bq / House FOR Sale
"4 Bedroom Semi Detached Duplex 
Orchid Lekki Lagos
 4 Bedroom Semi Detached Duplex / House FOR Sale","₦ 150,000,000",Orchid Lekki Lagos,4 Bedroom Semi Detached Duplex / House FOR Sale
"4 Bedroom Semi Detached Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 110,000,000",Chevron Toll Gate Lekki Lagos,4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Beautiful Luxury 4 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Beautiful Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 150,000,000",Chevron Toll Gate Chevron Lekki Lagos,Beautiful Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 150,000,000",Chevron Toll Gate Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"4 Bedroom Semi Detached Duplex With Bq 
Ologolo Lekki Lagos
 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 140,000,000",Ologolo Lekki Lagos,4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Beautiful 4 Bedroom Detached Duplex With Bq 
Ajah Lagos
 Beautiful 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 90,000,000",Ajah Lagos,Beautiful 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxurious 3 Bedroom Apartment 
Diplomatic Zone Katampe Ext Abuja
 Luxurious 3 Bedroom Apartment / House FOR SALE","₦ 110,000,000",Diplomatic Zone Katampe Ext Abuja,Luxurious 3 Bedroom Apartment / House FOR SALE
"4 Units Of 5 Bedrooms House+ Bq +pool +cinema 
Ikate Lekki Lagos
 4 Units Of 5 Bedrooms House+ Bq +pool +cinema / House FOR Sale","₦ 280,000,000",Ikate Lekki Lagos,4 Units Of 5 Bedrooms House+ Bq +pool +cinema / House FOR Sale
"Beautiful 4 Bedroom Semi Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Beautiful 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 130,000,000",Chevron Toll Gate Chevron Lekki Lagos,Beautiful 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Semi Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 125,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"5bedroom Detached House With Bq 
Chevron Lekki Lagos
 5bedroom Detached House With Bq / House FOR Sale","₦ 390,000,000",Chevron Lekki Lagos,5bedroom Detached House With Bq / House FOR Sale
"Newly Built 5 Bedroom Semi Detached House 
Vgc Vgc Lekki Lagos
 Newly Built 5 Bedroom Semi Detached House / House FOR Sale","₦ 250,000,000",Vgc Vgc Lekki Lagos,Newly Built 5 Bedroom Semi Detached House / House FOR Sale
"Bareland Measuring 930sqm Land 
Pinnock Estate Agungi Lekki Lagos
 Bareland Measuring 930sqm Land / Land FOR Sale","₦ 590,000,000",Pinnock Estate Agungi Lekki Lagos,Bareland Measuring 930sqm Land / Land FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Shoreline Ikoyi Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 1,800,000,000",Shoreline Ikoyi Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Semi Detached Duplex With Bq 
Ikota Lekki Lagos
 Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 150,000,000",Ikota Lekki Lagos,Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 4 Bedroom Maisonette With Bq 
Lekki Phase 1 Lekki Lagos
 Contemporary Luxury 4 Bedroom Maisonette With Bq / House FOR Sale","₦ 285,000,000",Lekki Phase 1 Lekki Lagos,Contemporary Luxury 4 Bedroom Maisonette With Bq / House FOR Sale
"Luxury 5 Bedroom Semi Detached Duplex 
Chevron Drive Chevron Lekki Lagos
 Luxury 5 Bedroom Semi Detached Duplex / House FOR Sale","₦ 370,000,000",Chevron Drive Chevron Lekki Lagos,Luxury 5 Bedroom Semi Detached Duplex / House FOR Sale
"Luxury 4 Bedroom Terrace Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 315,000,000",Lekki Phase 1 Lekki Lagos,Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 300,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury Serviced 2 Bedroom Apartment 
Ikate Lekki Lagos
 Luxury Serviced 2 Bedroom Apartment / House FOR Sale","₦ 100,000,000",Ikate Lekki Lagos,Luxury Serviced 2 Bedroom Apartment / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 500,000,000",Osapa London Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Penthouse With Bq 
Old Ikoyi Ikoyi Lagos
 Luxury 5 Bedroom Penthouse With Bq / House FOR Sale","$ 2,500,000",Old Ikoyi Ikoyi Lagos,Luxury 5 Bedroom Penthouse With Bq / House FOR Sale
"Beautiful 5 Bedroom Semi Detached Duplex With Bq 
Osapa London Lekki Lagos
 Beautiful 5 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 450,000,000",Osapa London Lekki Lagos,Beautiful 5 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Megamound Estate Ikota Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 290,000,000",Megamound Estate Ikota Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ajah Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 105,000,000",Ajah Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Contemporary 4 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Contemporary 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 130,000,000",Chevron Toll Gate Chevron Lekki Lagos,Contemporary 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury Serviced 2 Bedroom Apartment With Bq 
Idado Lekki Lagos
 Luxury Serviced 2 Bedroom Apartment With Bq / House FOR Sale","₦ 75,000,000",Idado Lekki Lagos,Luxury Serviced 2 Bedroom Apartment With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ikate Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 900,000,000",Ikate Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury Serviced 2 Bedroom Apartment 
Chevron Drive Chevron Lekki Lagos
 Luxury Serviced 2 Bedroom Apartment / House FOR Sale","₦ 95,000,000",Chevron Drive Chevron Lekki Lagos,Luxury Serviced 2 Bedroom Apartment / House FOR Sale
"Luxury 4 Bedroom Terrace Duplex With Bq 
Old Ikoyi Ikoyi Lagos
 Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 850,000,000",Old Ikoyi Ikoyi Lagos,Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Megamound Estate Ikota Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 400,000,000",Megamound Estate Ikota Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 3 Bedroom Maisonette 
Lekki Phase 1 Lekki Lagos
 Luxury 3 Bedroom Maisonette / House FOR Sale","₦ 350,000,000",Lekki Phase 1 Lekki Lagos,Luxury 3 Bedroom Maisonette / House FOR Sale
"Luxury 4 Bedroom Maisonette 
Lekki Phase 1 Lekki Lagos
 Luxury 4 Bedroom Maisonette / House FOR Sale","₦ 400,000,000",Lekki Phase 1 Lekki Lagos,Luxury 4 Bedroom Maisonette / House FOR Sale
"Beautiful Luxury 3 Bedroom Maisonette 
Lekki Phase 1 Lekki Lagos
 Beautiful Luxury 3 Bedroom Maisonette / House FOR Sale","₦ 190,000,000",Lekki Phase 1 Lekki Lagos,Beautiful Luxury 3 Bedroom Maisonette / House FOR Sale
"Contemporary Luxury 3 Bedroom Maisonette 
Lekki Phase 1 Lekki Lagos
 Contemporary Luxury 3 Bedroom Maisonette / House FOR Sale","₦ 200,000,000",Lekki Phase 1 Lekki Lagos,Contemporary Luxury 3 Bedroom Maisonette / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 520,000,000",Osapa London Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Serviced 2 Bedroom Apartment 
Ikate Lekki Lagos
 Serviced 2 Bedroom Apartment / House FOR Sale","₦ 115,000,000",Ikate Lekki Lagos,Serviced 2 Bedroom Apartment / House FOR Sale
"Luxury 4 Bedroom Terrace Duplex 
Vgc Lekki Lagos
 Luxury 4 Bedroom Terrace Duplex / House FOR Sale","₦ 100,000,000",Vgc Lekki Lagos,Luxury 4 Bedroom Terrace Duplex / House FOR Sale
"Luxury 4 Bedroom Semi Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 120,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Ikate Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 550,000,000",Ikate Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury Serviced 3 Bedroom Apartment 
Ikoyi Lagos
 Contemporary Luxury Serviced 3 Bedroom Apartment / House FOR Sale","₦ 420,000,000",Ikoyi Lagos,Contemporary Luxury Serviced 3 Bedroom Apartment / House FOR Sale
"4 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 198,000,000",Chevron Toll Gate Lekki Lagos,4 Bedroom Detached Duplex With Bq / House FOR Sale
"4 Bedroom Fully Detached Duplex With Bq 
Toll Gate Chevron Lekki Lagos
 4 Bedroom Fully Detached Duplex With Bq / House FOR Sale","₦ 150,000,000",Toll Gate Chevron Lekki Lagos,4 Bedroom Fully Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Semi Detached Duplex + Bq 
Vgc Lekki Lagos
 Luxury 5 Bedroom Semi Detached Duplex + Bq / House FOR Sale","₦ 280,000,000",Vgc Lekki Lagos,Luxury 5 Bedroom Semi Detached Duplex + Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 598,000,000",Osapa London Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"4 Bedroom Terrace Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 95,000,000",Chevron Toll Gate Lekki Lagos,4 Bedroom Terrace Duplex With Bq / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 550,000,000",Lekki Phase 1 Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"4 Bedroom Terrace Duplex 
Ikate Lekki Lagos
 4 Bedroom Terrace Duplex / House FOR Sale","₦ 160,000,000",Ikate Lekki Lagos,4 Bedroom Terrace Duplex / House FOR Sale
"A Very Spacious 2bedroom Apartment 
Gwarimpa/in An Estate Gwarinpa Abuja
 A Very Spacious 2bedroom Apartment / House FOR SALE","₦ 55,000,000",Gwarimpa/in An Estate Gwarinpa Abuja,A Very Spacious 2bedroom Apartment / House FOR SALE
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 470,000,000",Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"4 Plotss Of Land 
Ring Rd Ibadan Oyo
 4 Plotss Of Land / Land FOR Sale","₦ 150,000,000",Ring Rd Ibadan Oyo,4 Plotss Of Land / Land FOR Sale
"Luxury 4 Bedroom Semi Detached Duplex With Bq 
Ikota Lekki Lagos
 Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 145,000,000",Ikota Lekki Lagos,Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Serviced 2 Bedroom Apartment 
Ikate Lekki Lagos
 Serviced 2 Bedroom Apartment / House FOR Sale","₦ 120,000,000",Ikate Lekki Lagos,Serviced 2 Bedroom Apartment / House FOR Sale
"Serviced 4 Bedroom Apartment With Bq 
Ikoyi Lagos
 Serviced 4 Bedroom Apartment With Bq / House FOR Sale","₦ 450,000,000",Ikoyi Lagos,Serviced 4 Bedroom Apartment With Bq / House FOR Sale
"Brand New 5 Bedroom Duplex 
Chevron Toll Gate Chevron Lekki Lagos
 Brand New 5 Bedroom Duplex / House FOR Sale","₦ 295,000,000",Chevron Toll Gate Chevron Lekki Lagos,Brand New 5 Bedroom Duplex / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 620,000,000",Lekki Phase 1 Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Chevron Toll Gate Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 300,000,000,000",Chevron Toll Gate Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built 4 Bedroom Duplex With A Room Bq 
Kolapo Ishola Gra Akobo Ibadan Oyo
 Newly Built 4 Bedroom Duplex With A Room Bq / House FOR SALE","₦ 160,000,000",Kolapo Ishola Gra Akobo Ibadan Oyo,Newly Built 4 Bedroom Duplex With A Room Bq / House FOR SALE
"350sqm Of Land 
Dideolu Estate Oniru Victoria Island Lagos
 350sqm Of Land / Land FOR Sale","₦ 350,000,000",Dideolu Estate Oniru Victoria Island Lagos,350sqm Of Land / Land FOR Sale
"Contemporary Luxury 4 Bedroom Maisonette With Bq 
Lekki Phase 1 Lekki Lagos
 Contemporary Luxury 4 Bedroom Maisonette With Bq / House FOR Sale","₦ 350,000,000",Lekki Phase 1 Lekki Lagos,Contemporary Luxury 4 Bedroom Maisonette With Bq / House FOR Sale
"Beautiful Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 180,000,000",Chevron Toll Gate Chevron Lekki Lagos,Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq 
Toll Gate Chevron Lekki Lagos
 Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 112,000,000",Toll Gate Chevron Lekki Lagos,Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Detached Duplex With Bq 
Ikota Lekki Lagos
 Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 180,000,000",Ikota Lekki Lagos,Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 180,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 300,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 2 Bedroom Serviced Apartment 
Lekki Phase 1 Lekki Lagos
 Luxury 2 Bedroom Serviced Apartment / Flat Apartment FOR Sale","₦ 220,000,000",Lekki Phase 1 Lekki Lagos,Luxury 2 Bedroom Serviced Apartment / Flat Apartment FOR Sale
"1 Bedroom Detached Massionatte 
Lekki Phase 1 Lekki Lagos
 1 Bedroom Detached Massionatte / House FOR Sale","₦ 170,000,000",Lekki Phase 1 Lekki Lagos,1 Bedroom Detached Massionatte / House FOR Sale
"5 Bedroom Duplex 
Orchid Lekki Lagos
 5 Bedroom Duplex / House FOR Sale","₦ 350,000,000",Orchid Lekki Lagos,5 Bedroom Duplex / House FOR Sale
"Fully Detached 5 Bedroom Duplex 
Lekki Phase 1 Lekki Lagos
 Fully Detached 5 Bedroom Duplex / House FOR Sale","₦ 550,000,000",Lekki Phase 1 Lekki Lagos,Fully Detached 5 Bedroom Duplex / House FOR Sale
"5 Bedroom Fully Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 5 Bedroom Fully Detached Duplex With Bq / House FOR Sale","₦ 595,000,000",Lekki Phase 1 Lekki Lagos,5 Bedroom Fully Detached Duplex With Bq / House FOR Sale
"5 Bedroom Fully Detached Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 5 Bedroom Fully Detached Duplex With Bq / House FOR Sale","₦ 345,000,000",Chevron Toll Gate Lekki Lagos,5 Bedroom Fully Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 4 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 Contemporary Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 190,000,000",Chevron Lekki Lagos,Contemporary Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Toll Gate Chevron Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 205,000,000",Toll Gate Chevron Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 610,000,000",Osapa London Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 210,000,000",Chevron Toll Gate Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ikota Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 300,000,000",Ikota Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
